,,,,,,,,,,,,,,Groups:,
,, out[8], out[7], out[6], out[5], out[4], out[3], out[2], out[1], out[0],  unsigned decimal,,,out[9..0] =, out[9]
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Data:,
,, out[9], out[8], out[7], out[6], out[5], out[4], out[3], out[2], out[1], out[0], ,,time unit: s, out[9..0]
,, X, X, X, X, X, X, X, X, X, X, ,,0, X
1,783,1,1,0,0,0,0,1,1,1,1, ,,,
2,783,1,1,0,0,0,0,1,1,1,1, ,,,
3,783,1,1,0,0,0,0,1,1,1,1, ,,,
4,783,1,1,0,0,0,0,1,1,1,1, ,,,
5,783,1,1,0,0,0,0,1,1,1,1, ,,,
6,783,1,1,0,0,0,0,1,1,1,1, ,,,
7,783,1,1,0,0,0,0,1,1,1,1, ,,,
8,783,1,1,0,0,0,0,1,1,1,1, ,,,
9,783,1,1,0,0,0,0,1,1,1,1, ,,,
10,783,1,1,0,0,0,0,1,1,1,1, ,,,
11,783,1,1,0,0,0,0,1,1,1,1, ,,,
12,783,1,1,0,0,0,0,1,1,1,1, ,,,
13,783,1,1,0,0,0,0,1,1,1,1, ,,,
14,783,1,1,0,0,0,0,1,1,1,1, ,,,
15,783,1,1,0,0,0,0,1,1,1,1, ,,,
16,783,1,1,0,0,0,0,1,1,1,1, ,,,
17,783,1,1,0,0,0,0,1,1,1,1, ,,,
18,783,1,1,0,0,0,0,1,1,1,1, ,,,
19,783,1,1,0,0,0,0,1,1,1,1, ,,,
20,783,1,1,0,0,0,0,1,1,1,1, ,,,
21,791,1,1,0,0,0,1,0,1,1,1, ,,,
22,791,1,1,0,0,0,1,0,1,1,1, ,,,
23,791,1,1,0,0,0,1,0,1,1,1, ,,,
24,791,1,1,0,0,0,1,0,1,1,1, ,,,
25,791,1,1,0,0,0,1,0,1,1,1, ,,,
26,791,1,1,0,0,0,1,0,1,1,1, ,,,
27,791,1,1,0,0,0,1,0,1,1,1, ,,,
28,791,1,1,0,0,0,1,0,1,1,1, ,,,
29,791,1,1,0,0,0,1,0,1,1,1, ,,,
30,791,1,1,0,0,0,1,0,1,1,1, ,,,
31,791,1,1,0,0,0,1,0,1,1,1, ,,,
32,791,1,1,0,0,0,1,0,1,1,1, ,,,
33,791,1,1,0,0,0,1,0,1,1,1, ,,,
34,791,1,1,0,0,0,1,0,1,1,1, ,,,
35,791,1,1,0,0,0,1,0,1,1,1, ,,,
36,791,1,1,0,0,0,1,0,1,1,1, ,,,
37,791,1,1,0,0,0,1,0,1,1,1, ,,,
38,791,1,1,0,0,0,1,0,1,1,1, ,,,
39,791,1,1,0,0,0,1,0,1,1,1, ,,,
40,799,1,1,0,0,0,1,1,1,1,1, ,,,
41,799,1,1,0,0,0,1,1,1,1,1, ,,,
42,799,1,1,0,0,0,1,1,1,1,1, ,,,
43,799,1,1,0,0,0,1,1,1,1,1, ,,,
44,799,1,1,0,0,0,1,1,1,1,1, ,,,
45,799,1,1,0,0,0,1,1,1,1,1, ,,,
