,,,,,,,,,,,,,,,Groups:,
,, out[8], out[7], out[6], out[5], out[4], out[3], out[2], out[1], out[0],  unsigned decimal,,,,out[9..0] =, out[9]
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Data:,
,, out[9], out[8], out[7], out[6], out[5], out[4], out[3], out[2], out[1], out[0], ,,,time unit: s, out[9..0]
,, X, X, X, X, X, X, X, X, X, X, ,,,0, X
1,984,1,1,1,1,0,1,1,0,0,0, ,,,,
2,984,1,1,1,1,0,1,1,0,0,0, ,,,,
3,984,1,1,1,1,0,1,1,0,0,0, ,,,,
4,984,1,1,1,1,0,1,1,0,0,0, ,,,,
5,984,1,1,1,1,0,1,1,0,0,0, ,,,,
6,984,1,1,1,1,0,1,1,0,0,0, ,,,,
7,984,1,1,1,1,0,1,1,0,0,0, ,,,,
8,984,1,1,1,1,0,1,1,0,0,0, ,,,,
9,984,1,1,1,1,0,1,1,0,0,0, ,,,,
10,984,1,1,1,1,0,1,1,0,0,0, ,,,,
11,984,1,1,1,1,0,1,1,0,0,0, ,,,,
12,984,1,1,1,1,0,1,1,0,0,0, ,,,,
13,984,1,1,1,1,0,1,1,0,0,0, ,,,,
14,984,1,1,1,1,0,1,1,0,0,0, ,,,,
15,984,1,1,1,1,0,1,1,0,0,0, ,,,,
16,984,1,1,1,1,0,1,1,0,0,0, ,,,,
17,984,1,1,1,1,0,1,1,0,0,0, ,,,,
18,979,1,1,1,1,0,1,0,0,1,1, ,,,,
19,979,1,1,1,1,0,1,0,0,1,1, ,,,,
20,979,1,1,1,1,0,1,0,0,1,1, ,,,,
21,979,1,1,1,1,0,1,0,0,1,1, ,,,,
22,979,1,1,1,1,0,1,0,0,1,1, ,,,,
23,979,1,1,1,1,0,1,0,0,1,1, ,,,,
24,979,1,1,1,1,0,1,0,0,1,1, ,,,,
25,979,1,1,1,1,0,1,0,0,1,1, ,,,,
26,979,1,1,1,1,0,1,0,0,1,1, ,,,,
27,979,1,1,1,1,0,1,0,0,1,1, ,,,,
28,979,1,1,1,1,0,1,0,0,1,1, ,,,,
29,979,1,1,1,1,0,1,0,0,1,1, ,,,,
30,979,1,1,1,1,0,1,0,0,1,1, ,,,,
31,979,1,1,1,1,0,1,0,0,1,1, ,,,,
32,979,1,1,1,1,0,1,0,0,1,1, ,,,,
33,979,1,1,1,1,0,1,0,0,1,1, ,,,,
34,979,1,1,1,1,0,1,0,0,1,1, ,,,,
35,979,1,1,1,1,0,1,0,0,1,1, ,,,,
36,979,1,1,1,1,0,1,0,0,1,1, ,,,,
37,974,1,1,1,1,0,0,1,1,1,0, ,,,,
38,974,1,1,1,1,0,0,1,1,1,0, ,,,,
39,974,1,1,1,1,0,0,1,1,1,0, ,,,,
40,974,1,1,1,1,0,0,1,1,1,0, ,,,,
41,974,1,1,1,1,0,0,1,1,1,0, ,,,,
42,974,1,1,1,1,0,0,1,1,1,0, ,,,,
43,974,1,1,1,1,0,0,1,1,1,0, ,,,,
